,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,Weekend,Revenue,Returning_Visitor
10790,0.0,0.0,0.0,0.0,24.0,671.0886525000002,0.026666667,0.036566293,0.0,0.0,11,1,1,3,2,0,0,1
10791,0.0,0.0,0.0,0.0,8.0,107.1666667,0.0,0.025,0.0,0.0,11,2,2,5,2,0,0,0
10796,0.0,0.0,0.0,0.0,5.0,99.0,0.0,0.04,0.0,0.0,11,2,3,1,3,0,0,1
10797,0.0,0.0,0.0,0.0,21.0,517.5416667,0.0,0.010526316,16.158558199999998,0.0,11,1,1,3,5,0,1,1
10798,1.0,3.0,0.0,0.0,34.0,1767.4,0.011515152,0.039004329,0.0,0.0,11,3,2,4,3,0,0,1
10799,0.0,0.0,0.0,0.0,23.0,338.5833333,0.0,0.008695652,0.0,0.0,11,3,2,1,5,0,0,1
10800,0.0,0.0,3.0,27.0,45.0,1218.0309519999996,0.023333333,0.047679739000000006,0.0,0.0,12,2,2,5,1,1,0,1
10801,12.0,271.3,3.0,627.75,40.0,1358.874152,0.016571429,0.019758242,10.0674357,0.0,12,1,2,2,2,0,0,1
10802,1.0,29.5,0.0,0.0,50.0,1831.903509,0.0,0.010333333,52.03463312,0.0,12,2,3,3,5,0,1,1
10804,3.0,24.0,0.0,0.0,35.0,529.2916667,0.0,0.021621622000000004,0.0,0.0,11,2,2,1,1,0,0,1
10805,0.0,0.0,0.0,0.0,11.0,194.5,0.036363636,0.045454545,0.0,0.0,11,2,3,3,1,0,0,1
10806,0.0,0.0,0.0,0.0,31.0,1297.464286,0.0,0.018010753,0.0,0.0,11,2,1,1,2,1,0,1
10807,9.0,274.6666667,0.0,0.0,40.0,720.4257937000001,0.0,0.015259259,0.0,0.0,12,2,2,2,1,0,0,1
10808,0.0,0.0,1.0,8.0,38.0,2370.729167,0.015384615,0.030433925,0.0,0.0,11,2,3,2,2,0,0,1
10809,0.0,0.0,0.0,0.0,8.0,391.25,0.0,0.0125,0.0,0.0,11,3,2,4,5,1,0,1
10810,3.0,31.5,0.0,0.0,2.0,48.5,0.0,0.05,0.0,0.0,11,1,1,1,2,0,0,0
10811,6.0,121.0,0.0,0.0,7.0,65.5,0.0125,0.0625,0.0,0.0,11,1,1,5,1,0,0,1
10812,1.0,30.25,0.0,0.0,13.0,392.1875,0.0,0.005128205,60.26309658,0.0,12,1,3,1,5,0,1,0
10817,2.0,15.41666667,6.0,160.83333330000005,8.0,143.33333330000005,0.013333333,0.045238095,0.0,0.0,11,1,1,4,2,0,0,1
10818,0.0,0.0,0.0,0.0,51.0,1655.358333,0.0,0.013071895,0.0,0.0,11,2,2,1,2,1,0,1
10821,2.0,18.75,4.0,355.5,57.0,1182.590278,0.015384615,0.027094017,14.15437174,0.0,11,1,1,1,5,0,1,1
10822,0.0,0.0,0.0,0.0,4.0,103.5,0.0,0.05,0.0,0.0,11,2,2,1,5,0,0,1
10823,1.0,5.0,0.0,0.0,108.0,2367.4,0.0,0.003773585,0.0,0.0,12,2,2,1,2,1,0,0
10825,3.0,40.25,3.0,9.0,26.0,683.0292208,0.006451613,0.032319508,0.0,0.0,11,1,1,1,2,0,1,1
10826,0.0,0.0,1.0,0.0,36.0,671.425,0.005405405,0.016216216000000002,0.0,0.0,12,2,3,1,2,0,0,1
10828,0.0,0.0,0.0,0.0,4.0,87.875,0.0,0.026666667,0.0,0.0,11,1,1,4,5,1,1,1
10829,0.0,0.0,0.0,0.0,27.0,427.81666669999987,0.0,0.017283951000000002,0.0,0.0,11,2,2,1,1,0,0,1
10832,0.0,0.0,1.0,0.0,46.0,2183.8875,0.0,0.010638298,0.0,0.0,11,2,2,5,5,0,1,1
10836,0.0,0.0,0.0,0.0,3.0,120.5,0.0,0.066666667,0.0,0.0,11,2,2,3,1,1,0,0
10838,10.0,130.625,0.0,0.0,20.0,707.1666667000002,0.0,0.007222221999999999,0.0,0.0,11,4,1,1,3,0,0,1
10839,3.0,63.5,0.0,0.0,8.0,253.25,0.0,0.02,0.0,0.0,12,2,2,5,2,0,0,0
10840,0.0,0.0,0.0,0.0,3.0,119.0,0.0,0.066666667,0.0,0.0,11,1,1,2,5,0,0,1
10843,0.0,0.0,0.0,0.0,7.0,259.0,0.028571429,0.05714285700000001,0.0,0.0,11,2,2,5,2,0,0,1
10844,0.0,0.0,0.0,0.0,48.0,1900.675,0.008510638000000001,0.009574468,0.0,0.0,11,1,1,3,5,1,1,1
10845,0.0,0.0,0.0,0.0,7.0,47.0,0.0,0.028571429,0.0,0.0,11,2,2,4,5,0,0,1
10846,0.0,0.0,0.0,0.0,14.0,549.95,0.014285714,0.028571429,0.0,0.0,12,3,2,3,2,1,0,1
10847,0.0,0.0,3.0,34.0,18.0,271.1666667,0.0,0.00952381,0.0,0.0,11,2,3,5,2,0,0,0
10849,0.0,0.0,0.0,0.0,26.0,556.9166667000002,0.01025641,0.022435897000000003,0.0,0.0,12,4,2,1,5,0,0,1
10850,0.0,0.0,0.0,0.0,9.0,125.25,0.0,0.033333333,0.0,0.0,11,2,3,4,3,1,0,1
10851,0.0,0.0,0.0,0.0,13.0,263.0,0.015384615,0.044615385,0.0,0.0,11,2,2,5,5,1,0,1
10852,2.0,86.38888889,0.0,0.0,29.0,897.0902777999999,0.013978495,0.04659824,7.0533350010000015,0.0,11,2,2,5,3,0,0,1
10853,0.0,0.0,0.0,0.0,12.0,366.5,0.0,0.016666667,287.9537928000001,0.0,12,2,2,1,2,0,1,0
10854,0.0,0.0,0.0,0.0,15.0,535.25,0.0,0.02,0.0,0.0,11,3,2,1,2,1,0,1
10855,0.0,0.0,0.0,0.0,57.0,1091.005876,0.0070175440000000006,0.027875244,0.0,0.0,11,2,2,5,2,0,0,1
10857,2.0,16.0,0.0,0.0,42.0,1743.517857,0.0,0.012804878,0.0,0.0,11,2,2,1,2,0,0,1
10858,3.0,90.5,2.0,16.0,47.0,2986.916667,0.022278912,0.044557823,0.0,0.0,12,2,2,5,1,0,0,1
10859,0.0,0.0,0.0,0.0,17.0,1731.625,0.0,0.035294118,0.0,0.0,12,2,2,1,3,0,0,1
10861,0.0,0.0,0.0,0.0,46.0,797.8333332999998,0.0,0.02384058,0.0,0.0,11,2,2,3,1,0,0,1
10862,2.0,68.54545455,3.0,60.0,91.0,2345.58914,0.002749141,0.012841597,51.27258615,0.0,12,2,3,5,2,0,0,1
10864,0.0,0.0,0.0,0.0,24.0,810.5,0.0,0.017207792,0.0,0.0,11,1,1,1,3,1,0,1
10865,0.0,0.0,1.0,0.0,6.0,504.5,0.0,0.05714285700000001,0.0,0.0,11,2,2,3,5,1,0,1
10866,5.0,100.0,0.0,0.0,7.0,137.25,0.02,0.05,0.0,0.0,12,1,2,3,3,0,0,0
10867,0.0,0.0,1.0,3.0,39.0,1174.666667,0.01,0.040833333,0.0,0.0,11,2,2,1,2,0,0,1
10870,0.0,0.0,0.0,0.0,16.0,107.9291667,0.0,0.008531746,0.0,0.0,12,2,2,5,2,0,0,1
10871,0.0,0.0,0.0,0.0,19.0,661.5,0.031578947,0.052631579000000005,0.0,0.0,11,2,2,1,1,0,0,1
10872,0.0,0.0,0.0,0.0,15.0,803.3333332999998,0.0,0.038888889,0.0,0.0,12,4,1,1,2,0,0,1
10873,7.0,104.45,0.0,0.0,63.0,1242.661699,0.011911765,0.02691802,0.0,0.0,11,1,1,5,2,0,0,1
10874,0.0,0.0,0.0,0.0,10.0,267.25,0.0,0.011111111000000002,0.0,0.0,12,2,3,5,2,1,0,0
10876,0.0,0.0,0.0,0.0,20.0,1055.333333,0.01,0.009285714,0.0,0.0,11,3,2,4,5,0,0,1
10877,8.0,212.625,3.0,124.5,52.0,968.1964286,0.0,0.005172414,214.3066627,0.0,11,2,2,1,2,0,1,1
10878,5.0,98.91666667,0.0,0.0,10.0,177.58333330000005,0.0,0.018181818,0.0,0.0,11,4,2,5,2,0,0,1
10879,0.0,0.0,0.0,0.0,12.0,183.625,0.016666667,0.027777778,0.0,0.0,11,3,2,1,2,0,0,1
10880,1.0,14.0,0.0,0.0,5.0,92.33333333,0.0,0.016666667,0.0,0.0,12,2,3,1,1,0,0,0
10881,7.0,69.875,0.0,0.0,33.0,1051.125,0.0,0.010526316,25.12339065,0.0,11,2,2,5,5,1,1,1
10882,5.0,248.9166667,0.0,0.0,12.0,1581.5,0.003703704,0.026851852,63.1498595,0.0,12,2,2,1,5,0,0,1
10883,1.0,104.0,0.0,0.0,5.0,152.5,0.028571429,0.05714285700000001,64.95645099,0.0,12,2,3,5,5,0,1,1
10884,4.0,92.0,0.0,0.0,21.0,755.0,0.0,0.004347826,0.0,0.0,11,3,2,1,2,0,0,0
10886,1.0,19.0,0.0,0.0,21.0,702.125,0.01,0.018333333,0.0,0.0,11,2,3,1,1,0,0,1
10888,3.0,60.0,0.0,0.0,34.0,783.6363636,0.0,0.000505051,0.0,0.0,12,2,2,1,1,1,0,1
10890,0.0,0.0,0.0,0.0,48.0,1361.63442,0.010204082,0.01728863,14.5218625,0.0,12,1,1,4,3,0,0,1
10891,1.0,4.0,0.0,0.0,11.0,724.0,0.0,0.036363636,0.0,0.0,11,2,2,1,1,0,0,1
10892,2.0,52.5,0.0,0.0,10.0,753.1,0.0,0.02,0.0,0.0,11,2,2,1,2,0,0,1
10893,0.0,0.0,0.0,0.0,26.0,2107.258333,0.005128205,0.035897436,0.0,0.0,12,2,3,5,2,1,0,1
10895,4.0,37.66666667,0.0,0.0,43.0,686.8789682999999,0.004761905,0.012581698999999998,0.0,0.0,11,3,2,1,3,0,0,1
10896,2.0,18.0,0.0,0.0,49.0,1550.916667,0.016,0.041333333,0.0,0.0,11,2,2,3,1,0,0,1
10897,0.0,0.0,3.0,60.5,74.0,3105.365207,0.015789473999999998,0.022261905,0.0,0.0,11,1,2,5,2,0,0,1
10898,5.0,43.5,0.0,0.0,6.0,110.3333333,0.0,0.02,0.0,0.0,12,2,2,5,5,1,0,0
10899,0.0,0.0,0.0,0.0,18.0,327.65,0.011111111000000002,0.044444444000000013,0.0,0.0,11,1,1,1,1,0,0,1
10900,1.0,3.5,0.0,0.0,20.0,309.1666667,0.0,0.001428571,0.0,0.0,11,2,2,2,2,0,0,1
10901,0.0,0.0,0.0,0.0,10.0,383.5,0.0,0.022222222000000003,0.0,0.0,11,1,1,1,2,0,0,0
10902,9.0,124.0,1.0,61.5,25.0,432.1666667,0.0,0.007692308,0.0,0.0,12,2,2,5,2,0,0,0
10904,6.0,186.5,0.0,0.0,16.0,476.25,0.011111111000000002,0.038888889,16.04403014,0.0,12,2,2,3,1,0,1,1
10906,0.0,0.0,0.0,0.0,22.0,348.5,0.004545455,0.022727273,0.0,0.0,11,2,2,1,1,1,1,1
10907,0.0,0.0,0.0,0.0,3.0,57.75,0.0,0.033333333,0.0,0.0,11,1,1,5,2,0,0,1
10909,5.0,47.33333333,0.0,0.0,65.0,1267.5028140000004,0.004545455,0.021632395,0.0,0.0,11,3,2,1,5,0,0,1
10910,0.0,0.0,0.0,0.0,41.0,2997.083333,0.004878049000000001,0.021138211,36.86701770000001,0.0,12,2,2,1,2,1,0,1
10911,1.0,0.0,0.0,0.0,32.0,1493.958333,0.0,0.020967742,0.0,0.0,11,2,2,2,1,1,0,1
10913,4.0,99.5,0.0,0.0,9.0,139.5,0.0,0.017222222,0.0,0.0,12,2,2,3,5,0,0,0
10915,2.0,26.17857143,6.0,665.5,14.0,484.8452381,0.000606061,0.043661654,0.0,0.0,11,3,2,3,5,1,0,1
10918,0.0,0.0,0.0,0.0,5.0,47.0,0.0,0.04,0.0,0.0,11,2,2,3,3,0,0,1
10920,0.0,0.0,1.0,16.0,65.0,2863.400427,0.003125,0.011346726,0.0,0.0,11,2,2,1,2,0,0,1
10921,0.0,0.0,0.0,0.0,14.0,1277.741667,0.0,0.035714286,0.0,0.0,11,2,2,5,1,0,0,1
10922,2.0,48.5,0.0,0.0,77.0,1069.97381,0.002531646,0.012466437,0.0,0.0,12,2,2,3,2,0,0,1
10928,1.0,28.5,0.0,0.0,79.0,1608.214286,0.002597403,0.007748918,0.0,0.0,11,1,1,3,3,0,0,1
10929,0.0,0.0,0.0,0.0,2.0,299.5,0.0,0.05,0.0,0.0,11,2,2,3,2,0,0,0
10931,3.0,107.4,0.0,0.0,14.0,382.0333333,0.0,0.021428571,0.0,0.0,12,2,2,1,1,0,0,1
10932,0.0,0.0,0.0,0.0,6.0,90.16666667,0.033333333,0.066666667,0.0,0.0,11,3,2,4,1,1,0,1
10933,2.0,23.0,0.0,0.0,50.0,2473.196429,0.0,0.013301282,0.0,0.0,11,2,2,3,5,0,0,0
10934,5.0,211.25,0.0,0.0,22.0,1344.75,0.034782609,0.048447205,0.0,0.0,11,3,2,2,5,0,0,1
10935,5.0,71.0,0.0,0.0,57.0,1422.909324,0.005263158,0.018891527,13.55041394,0.0,11,2,3,4,2,0,1,1
10936,1.0,34.5,0.0,0.0,40.0,1473.658333,0.0,0.031153846,0.0,0.0,11,1,1,5,5,1,0,1
10938,2.0,40.5,0.0,0.0,89.0,1938.996646,0.003863636,0.01808048,0.0,0.0,12,1,1,1,3,0,0,1
10939,1.0,10.0,1.0,342.5,55.0,3165.958333,0.005660376999999999,0.032620545,0.0,0.0,12,2,2,3,1,1,0,1
10942,1.0,5.0,0.0,0.0,31.0,1263.9,0.0,0.009111111,0.0,0.0,12,2,2,5,2,0,0,1
10943,0.0,0.0,0.0,0.0,4.0,98.25,0.0,0.025,0.0,0.0,11,2,3,3,5,0,0,1
10944,3.0,32.83333333,1.0,13.25,58.0,1470.629167,0.011111111000000002,0.015396825,0.0,0.0,11,3,2,1,1,1,0,1
10945,3.0,44.0,0.0,0.0,2.0,28.0,0.0,0.04,0.0,0.0,11,1,1,1,2,0,0,0
10946,0.0,0.0,0.0,0.0,11.0,782.5,0.0,0.01,0.0,0.0,12,1,1,3,2,0,0,0
10947,3.0,63.0,0.0,0.0,31.0,770.5833332999998,0.005714286,0.023809524,0.0,0.0,12,2,2,1,5,0,0,1
10948,5.0,242.125,3.0,176.0,10.0,225.8333333,0.0,0.024509804,0.0,0.0,11,2,2,5,2,0,0,1
10949,2.0,29.75,0.0,0.0,44.0,1410.428571,0.008695652,0.026086957,0.0,0.0,11,2,2,1,5,1,0,1
10950,0.0,0.0,0.0,0.0,5.0,124.0,0.0,0.06,0.0,0.0,11,1,1,3,5,0,0,1
10952,0.0,0.0,3.0,56.0,0.0,0.0,0.0,0.033333333,0.0,0.0,11,3,2,1,5,0,0,1
10954,7.0,122.0,3.0,40.0,111.0,3154.970833,0.003448276,0.014655172,2.613062787,0.0,12,2,2,1,1,1,1,1
10956,15.0,238.5833333,3.0,119.5,147.0,2933.695013,0.003797468,0.016656739,18.1270044,0.0,11,2,2,1,1,0,1,1
10957,0.0,0.0,0.0,0.0,10.0,411.9166667,0.0,0.036190476,0.0,0.0,12,3,2,1,2,0,1,1
10958,0.0,0.0,1.0,0.0,13.0,268.75,0.007692308,0.038461538,13.43133991,0.0,12,1,1,1,1,0,0,1
10960,0.0,0.0,0.0,0.0,12.0,363.0,0.016666667,0.047222222,0.0,0.0,11,4,1,4,2,0,0,1
10961,0.0,0.0,0.0,0.0,5.0,126.0833333,0.04,0.053333333,0.0,0.0,11,3,2,5,5,0,0,1
10962,0.0,0.0,0.0,0.0,15.0,489.70833330000005,0.0,0.003846154,0.0,0.0,12,1,1,1,2,0,0,0
10964,0.0,0.0,1.0,112.0,43.0,1866.107143,0.0,0.025,0.0,0.0,11,2,2,1,2,1,0,1
10965,0.0,0.0,0.0,0.0,4.0,54.0,0.0,0.066666667,0.0,0.0,12,1,1,2,2,1,0,1
10966,1.0,29.33333333,0.0,0.0,6.0,330.4166667,0.0,0.023809524,0.0,0.0,12,3,3,4,5,0,0,0
10967,2.0,44.3125,2.0,7.0,39.0,2447.548611,0.028354978,0.057999382,5.291989149,0.0,11,1,1,5,1,1,0,1
10968,1.0,9.0,1.0,26.5,18.0,2269.336111,0.0,0.017160494,0.0,0.0,11,2,2,5,2,0,0,1
10969,1.0,28.5,2.0,44.5,12.0,445.5,0.00625,0.022916667,0.0,0.0,11,3,2,1,5,0,0,0
10970,3.0,56.0,0.0,0.0,61.0,1669.988095,0.008064515999999999,0.025778523,0.0,0.0,11,1,1,5,2,0,0,1
10971,0.0,0.0,0.0,0.0,17.0,569.75,0.029411765,0.054621849000000014,0.0,0.0,12,2,2,1,2,0,0,1
10972,1.0,81.0,0.0,0.0,93.0,3359.625,0.0,0.015104167,0.0,0.0,11,2,2,3,1,0,1,1
10974,0.0,0.0,0.0,0.0,8.0,93.0,0.0,0.05,0.0,0.0,12,2,3,3,1,0,0,1
10975,1.0,0.0,0.0,0.0,23.0,440.58333330000005,0.025,0.036666667,0.0,0.0,12,1,1,5,2,1,0,1
10976,0.0,0.0,0.0,0.0,3.0,19.25,0.0,0.066666667,0.0,0.0,11,1,1,5,2,1,0,1
10978,9.0,185.75,0.0,0.0,40.0,2128.416667,0.004761905,0.019047619,0.0,0.0,11,2,2,3,3,1,0,1
10979,0.0,0.0,6.0,129.125,47.0,1117.642857,0.00754717,0.019339623,0.0,0.0,12,1,1,1,2,0,0,1
10980,0.0,0.0,0.0,0.0,50.0,1241.75,0.0,0.008163265,47.83758971,0.0,11,2,3,1,2,0,1,0
10982,5.0,265.2916667,4.0,191.75,29.0,991.8270202,0.008823529,0.008921569,0.0,0.0,11,3,2,5,5,1,0,1
10983,0.0,0.0,0.0,0.0,51.0,2786.916667,0.003921569000000001,0.011764706000000002,0.0,0.0,11,2,2,1,3,0,0,1
10984,1.0,54.5,2.0,132.5,14.0,516.5,0.017647059,0.043137255,18.71641694,0.0,12,2,2,3,1,0,0,1
10986,0.0,0.0,3.0,67.5,45.0,2028.172619,0.004347826,0.020652174,0.0,0.0,12,4,1,5,2,0,0,1
10989,0.0,0.0,2.0,38.25,51.0,2767.97619,0.003846154,0.030128205,0.0,0.0,12,2,3,1,2,0,0,1
10990,0.0,0.0,0.0,0.0,74.0,3237.114166,0.002702703,0.009113578,0.0,0.0,11,4,2,3,3,0,0,1
10991,1.0,165.5,0.0,0.0,47.0,1708.625,0.008695652,0.01884058,5.909295032999999,0.0,12,2,2,5,2,0,0,1
10992,2.0,30.0,0.0,0.0,77.0,2531.342297,0.003037975,0.015696203,12.99938379,0.0,11,1,1,5,5,0,1,1
10993,4.0,108.0,0.0,0.0,9.0,212.5,0.0,0.018181818,0.0,0.0,12,1,1,1,1,1,0,1
10994,1.0,12.0,2.0,39.5,23.0,488.75,0.0,0.015277778,0.0,0.0,12,2,2,1,1,1,0,1
10996,1.0,18.0,0.0,0.0,22.0,495.0,0.0,0.005,0.0,0.0,11,2,3,5,2,0,0,0
10997,1.0,6.0,0.0,0.0,7.0,212.0,0.0,0.025,0.0,0.0,11,1,1,1,3,0,0,1
10998,0.0,0.0,0.0,0.0,41.0,1066.339286,0.012195122,0.043292683,0.0,0.0,11,3,2,3,1,0,0,1
10999,5.0,59.5,0.0,0.0,116.0,3363.182143,0.000420168,0.014048347,0.0,0.0,11,2,2,1,2,0,0,1
11000,1.0,8.0,5.0,358.75,36.0,991.5,0.014285714,0.031904762,0.0,0.0,12,1,1,5,2,0,0,1
11001,3.0,107.4285714,0.0,0.0,59.0,1843.187696,0.014385965,0.041993382,5.71562257,0.0,12,2,2,5,5,1,0,1
11002,0.0,0.0,0.0,0.0,35.0,2352.166667,0.0,0.006060606,0.0,0.0,11,2,2,5,2,0,0,0
11003,3.0,57.5,0.0,0.0,37.0,1269.645833,0.014197531,0.012037037,0.0,0.0,11,1,1,4,1,1,0,1
11004,8.0,160.5,2.0,5.0,56.0,1167.321429,0.004761905,0.018915344,0.0,0.0,12,2,2,3,1,0,0,1
11005,0.0,0.0,0.0,0.0,5.0,72.75,0.0,0.04,0.0,0.0,12,3,2,1,2,1,0,0
11006,1.0,19.0,0.0,0.0,43.0,1457.113095,0.023809524,0.04015873,0.0,0.0,11,3,3,1,2,1,0,1
11007,0.0,0.0,0.0,0.0,39.0,1262.651515,0.005128205,0.007264957,0.0,0.0,11,3,2,2,5,0,1,1
11008,2.0,43.5,0.0,0.0,26.0,971.6666667000003,0.0,0.009259259,15.1510483,0.0,12,2,2,3,2,0,1,1
11010,0.0,0.0,0.0,0.0,40.0,694.0178571,0.005,0.0175,0.0,0.0,12,2,2,3,2,0,0,0
11011,0.0,0.0,0.0,0.0,56.0,1531.920136,0.011507937,0.017881096000000003,0.0,0.0,11,3,2,1,2,1,0,1
11012,0.0,0.0,0.0,0.0,50.0,2147.983333,0.012285714,0.024768116,0.0,0.0,11,3,2,1,2,1,0,1
11014,3.0,21.5,2.0,70.875,28.0,1338.225,0.007070707,0.032525253,0.0,0.0,12,1,1,2,3,0,0,1
11015,0.0,0.0,0.0,0.0,3.0,181.5,0.0,0.033333333,0.0,0.0,12,4,1,1,5,1,0,1
11018,0.0,0.0,0.0,0.0,11.0,146.5,0.018181818,0.018181818,0.0,0.0,11,1,1,1,2,0,0,0
11021,0.0,0.0,0.0,0.0,11.0,357.0,0.018181818,0.036363636,0.0,0.0,12,2,2,5,2,1,0,1
11023,1.0,2.0,0.0,0.0,23.0,1016.160714,0.024347826,0.02402746,0.0,0.0,11,3,2,2,5,0,0,1
11024,7.0,190.2628205,4.0,195.0,124.0,3197.2900640000007,0.010320513,0.01989345,7.0599298510000015,0.0,11,3,2,5,2,1,0,1
11025,3.0,215.0,0.0,0.0,53.0,1481.429167,0.001851852,0.012345678999999998,56.31760103,0.0,11,1,3,1,5,1,1,1
11026,8.0,164.58333330000005,1.0,880.25,62.0,2587.150595,0.008333333,0.013161376,0.0,0.0,12,1,2,5,2,0,0,1
11027,0.0,0.0,0.0,0.0,17.0,390.7738095,0.0,0.025,0.0,0.0,11,1,1,3,3,1,0,0
11028,0.0,0.0,0.0,0.0,20.0,402.9583333,0.02,0.036666667,0.0,0.0,12,3,2,3,2,0,0,1
11029,4.0,47.83333333,0.0,0.0,69.0,2499.990079,0.0,0.007608395,0.0,0.0,11,2,2,5,2,0,0,0
11030,0.0,0.0,0.0,0.0,37.0,1212.0,0.010810811000000002,0.017117117,0.0,0.0,11,2,2,5,2,0,1,1
11031,2.0,84.5,0.0,0.0,21.0,710.5416667000002,0.012121212,0.028787879,0.0,0.0,11,2,3,4,2,0,0,1
11032,0.0,0.0,0.0,0.0,15.0,313.25,0.013333333,0.033333333,0.0,0.0,11,2,2,3,5,0,0,1
11033,3.0,199.0,0.0,0.0,34.0,1425.566667,0.0,0.008823529,0.0,0.0,11,2,2,5,2,0,1,0
11034,10.0,236.0795455,2.0,5.0,107.0,2589.881537,0.010601564,0.019627539,0.0,0.0,12,3,2,4,2,0,0,1
11036,3.0,33.0,1.0,10.0,45.0,1142.195833,0.0,0.024444444,0.0,0.0,12,2,2,1,2,0,0,1
11037,0.0,0.0,0.0,0.0,36.0,777.3333332999998,0.0,0.005882353000000001,89.29548670000001,0.0,12,3,2,4,5,1,1,0
11038,0.0,0.0,0.0,0.0,23.0,736.2333332999998,0.004545455,0.013636364,140.6621366,0.0,12,1,3,1,5,0,1,0
11040,0.0,0.0,1.0,0.0,10.0,210.25,0.0,0.018181818,0.0,0.0,11,1,1,1,2,0,0,0
11041,0.0,0.0,1.0,0.0,77.0,1266.0940480000004,0.002597403,0.023632241,0.0,0.0,12,2,2,1,2,0,0,1
11042,5.0,75.5,0.0,0.0,24.0,1009.95,0.007407406999999999,0.018518519,0.0,0.0,11,2,3,5,3,0,0,1
11044,0.0,0.0,0.0,0.0,82.0,1661.133333,0.02,0.034479167000000005,18.5845777,0.0,12,4,1,1,2,1,0,1
11045,0.0,0.0,0.0,0.0,43.0,907.5083333,0.0,0.002439024,0.0,0.0,11,1,1,1,2,1,0,0
11046,0.0,0.0,0.0,0.0,10.0,105.6166667,0.022222222000000003,0.048148148,0.0,0.0,11,1,1,3,2,0,0,1
11048,0.0,0.0,0.0,0.0,9.0,521.0,0.0,0.02962963,0.0,0.0,12,3,2,3,5,0,0,0
11049,0.0,0.0,0.0,0.0,15.0,411.0833333,0.013333333,0.033333333,0.0,0.0,11,2,2,3,3,0,0,1
11050,0.0,0.0,5.0,118.5,17.0,558.3988095,0.022727273,0.046212121,0.0,0.0,12,1,3,5,5,0,0,1
11051,0.0,0.0,0.0,0.0,3.0,104.0,0.0,0.066666667,0.0,0.0,11,2,3,3,1,0,0,1
11052,0.0,0.0,0.0,0.0,50.0,3421.575758,0.0,0.012333333,0.0,0.0,11,2,2,1,2,1,0,0
11053,0.0,0.0,0.0,0.0,24.0,806.125,0.0,0.016666667,0.0,0.0,11,1,1,5,3,0,0,1
11054,0.0,0.0,0.0,0.0,46.0,2158.5,0.019565217,0.032246377,0.0,0.0,11,1,2,5,2,0,0,1
11057,2.0,82.0,0.0,0.0,9.0,587.25,0.01,0.041666667,0.0,0.0,12,3,2,1,5,1,0,1
11059,1.0,12.0,2.0,11.0,18.0,974.1666667000003,0.005454545,0.032251082,0.0,0.0,11,3,2,1,2,0,0,0
11060,4.0,102.0833333,0.0,0.0,21.0,863.1666667000003,0.0,0.015833333,0.0,0.0,12,1,1,1,5,0,0,1
11061,0.0,0.0,0.0,0.0,5.0,103.5,0.0,0.04,0.0,0.0,12,1,1,4,2,1,0,1
11062,1.0,23.0,1.0,284.0,78.0,2448.536054,0.011898734,0.02841508,0.0,0.0,12,2,2,3,5,0,0,1
11064,1.0,50.5,0.0,0.0,3.0,192.5,0.0,0.05,0.0,0.0,11,2,2,5,2,1,0,0
11066,0.0,0.0,1.0,0.0,48.0,783.6944444000002,0.012244898,0.01877551,0.0,0.0,12,2,2,3,2,0,0,1
11067,4.0,34.83333333,2.0,33.75,32.0,929.0833332999997,0.005714286,0.016190476000000002,34.29431289,0.0,12,2,2,1,2,0,1,0
11070,1.0,11.5,0.0,0.0,19.0,887.8,0.008823529,0.032679739,0.0,0.0,11,3,2,1,3,0,0,1
11072,0.0,0.0,0.0,0.0,50.0,2549.534524,0.012244898,0.036530612,0.0,0.0,11,1,2,2,2,0,0,1
11074,0.0,0.0,0.0,0.0,22.0,849.8333332999997,0.0,0.021212121,0.0,0.0,11,2,2,1,3,0,0,1
11075,0.0,0.0,0.0,0.0,19.0,621.4166667000002,0.0,0.015789473999999998,0.0,0.0,12,4,1,1,2,1,0,1
11076,0.0,0.0,1.0,273.0,22.0,2386.0,0.0,0.020289855,0.0,0.0,12,2,2,5,2,0,1,0
11077,2.0,63.79166667,1.0,74.0,18.0,385.2916667,0.017042606999999998,0.03754386,12.00869742,0.0,11,3,2,3,2,0,0,1
11078,1.0,5.0,0.0,0.0,65.0,2498.833658,0.003174603,0.01005291,0.0,0.0,12,3,2,3,5,1,0,1
11081,0.0,0.0,0.0,0.0,24.0,550.1666667000002,0.008333333,0.050833333,0.0,0.0,11,2,2,1,2,0,0,1
11083,1.0,11.0,0.0,0.0,20.0,1166.333333,0.0,0.002631579,14.1273698,0.0,11,2,2,2,2,1,1,1
11084,0.0,0.0,0.0,0.0,15.0,814.0,0.030769231,0.053846154000000014,0.0,0.0,11,1,3,5,1,0,0,1
11085,7.0,194.0833333,1.0,71.25,15.0,446.25,0.0,0.015686275,0.0,0.0,12,2,2,1,2,0,0,1
11086,0.0,0.0,0.0,0.0,8.0,143.2,0.0,0.029166667,0.0,0.0,11,3,2,1,2,0,0,1
11088,0.0,0.0,0.0,0.0,48.0,1607.191667,0.0,0.0046099290000000005,5.157803677,0.0,12,1,1,1,2,1,1,1
11090,5.0,142.0,2.0,234.5,5.0,60.5,0.033333333,0.048148148,0.0,0.0,12,3,3,3,5,0,0,1
